80 25
 [][][][][][][][][][][][][][][][][][][|][][][][][][][][][][][][][][][][][][]    
 [][][][][][][][][][][][][][][][][][][|][][][][][][][][][][][][][][][][][][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][]                           [][][|][][]                             [][]    
 [][]                           [][][|][][]                             [][]    
 [][]                           [][][|][][]                             [][]    
 [][]                           [][][|][][]                             [][]    
 [][]                           [][][|][][]                             [][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][][][][][][][][][][][][][][][][][][|][][][][][][][][][][][][][][][][][][]    
 [][][][][][][][][][][][][][][][][][][|][][][][][][][][][][][][][][][][][][]    

