80 25
 [][][][][][][][][][][][][][][][][][][|][][][][][][][][][][][][][][][][][][]    
 [][][][][][][][][][][][][][][][][][][|][][][][][][][][][][][][][][][][][][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][]                           [][][|][][]                             [][]    
 [][]                           [][][|][][]                             [][]    
 [][]         [][][][][][][][][][][][|][][][][][][][][][][][]           [][]    
 [][]                           [][][|][][]                             [][]    
 [][]                           [][][|][][]                             [][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][]                                                                   [][]    
 [][][][][][][][][][][][][][][][][][][|][][][][][][][][][][][][][][][][][][]    
 [][][][][][][][][][][][][][][][][][][|][][][][][][][][][][][][][][][][][][]    

